/*LISTA GERAL CLASSIFICADO POR NOTA*/
450  Administracao – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
562370	672.65	666.19	624.60	588.56	600 	L5	526.43	383
543773	623.35	547.48	469.95	777.52	700 	L5	526.13	384
591996	721.95	587.05	663.26	588.56	550 	L5	525.11	385
574306	820.55	468.35	585.94	588.56	600 	L5	524.80	386
543367	475.44	626.62	508.61	739.73	750 	L5	523.74	387
576984	524.74	626.62	624.60	739.73	600 	L5	523.43	388
550319	672.65	666.19	585.94	777.52	500 	L5	522.97	389
570373	672.65	626.62	624.60	588.56	600 	L5	522.84	390
557438	672.65	626.62	547.28	701.94	600 	L5	522.36	391
577054	672.65	626.62	547.28	701.94	600 	L5	522.36	392
572908	574.04	587.05	701.92	512.97	650 	L5	522.29	393
546140	574.04	547.48	585.94	701.94	650 	L5	521.42	394
580279	524.74	666.19	701.92	588.56	600 	L5	520.63	395
548096	475.44	626.62	547.28	664.14	750 	L5	520.54	396
559426	524.74	587.05	701.92	626.35	600 	L5	520.31	397
561279	623.35	587.05	585.94	626.35	650 	L5	520.24	398
589561	574.04	745.33	663.26	701.94	500 	L5	519.59	399
575306	574.04	587.05	740.59	588.56	550 	L5	519.31	400
560036	524.74	507.92	624.60	626.35	700 	L5	519.30	401
544091	574.04	547.48	624.60	550.76	700 	L5	518.12	402
546912	574.04	666.19	508.61	739.73	650 	L5	518.00	403
574256	524.74	705.76	624.60	588.56	650 	L5	516.78	404
556151	524.74	666.19	585.94	664.14	650 	L5	516.38	405
543647	672.65	507.92	663.26	701.94	500 	L5	515.93	406
585299	672.65	507.92	663.26	550.76	600 	L5	515.72	407
588330	623.35	468.35	624.60	512.97	700 	L5	513.01	408
546807	672.65	587.05	547.28	664.14	600 	L5	511.89	409
578584	672.65	587.05	547.28	588.56	650 	L5	511.79	410
578653	574.04	587.05	779.25	701.94	400 	L5	509.56	411
589673	574.04	587.05	624.60	626.35	600 	L5	508.18	412
579826	721.95	547.48	585.94	626.35	550 	L5	507.30	413
581979	623.35	587.05	585.94	550.76	650 	L5	506.50	414
548173	771.25	587.05	585.94	626.35	500 	L5	506.22	415
580744	623.35	507.92	585.94	588.56	650 	L5	506.17	416
584143	672.65	626.62	585.94	777.52	450 	L5	505.74	417
547750	574.04	666.19	663.26	664.14	500 	L5	505.52	418
563413	672.65	507.92	624.60	626.35	550 	L5	505.28	419
551546	672.65	507.92	624.60	626.35	550 	L5	505.28	420
549341	524.74	587.05	469.95	664.14	750 	L5	504.82	421
581513	574.04	587.05	585.94	588.56	650 	L5	504.40	422
559254	721.95	507.92	663.26	664.14	450 	L5	504.39	423
568663	475.44	666.19	547.28	701.94	650 	L5	503.74	424
560526	721.95	626.62	585.94	626.35	500 	L5	500.86	425
545814	623.35	587.05	585.94	739.73	500 	L5	499.94	426
554368	475.44	547.48	547.28	739.73	650 	L5	499.82	427
582695	623.35	468.35	624.60	588.56	600 	L5	499.48	428
548765	524.74	587.05	624.60	701.94	550 	L5	499.33	429
545443	672.65	666.19	547.28	550.76	600 	L5	498.47	430
583931	524.74	705.76	431.29	701.94	700 	L5	498.31	431
544195	574.04	507.92	663.26	550.76	600 	L5	497.79	432
543953	672.65	587.05	469.95	701.94	600 	L5	497.68	433
570193	623.35	547.48	585.94	664.14	550 	L5	496.24	434
558692	524.74	587.05	585.94	588.56	650 	L5	495.44	435
555481	623.35	587.05	663.26	588.56	500 	L5	493.55	436
547355	524.74	587.05	624.60	664.14	550 	L5	492.45	437
555394	524.74	507.92	624.60	626.35	600 	L5	492.02	438
548954	574.04	547.48	701.92	664.14	450 	L5	491.64	439
567462	475.44	666.19	585.94	701.94	550 	L5	487.01	440
580014	475.44	507.92	663.26	664.14	550 	L5	486.84	441
570052	623.35	468.35	624.60	664.14	500 	L5	485.95	442
582037	524.74	468.35	740.59	588.56	500 	L5	485.92	443
579405	574.04	824.47	508.61	701.94	500 	L5	484.60	444
591804	721.95	705.76	547.28	550.76	500 	L5	483.76	445
585663	524.74	507.92	585.94	626.35	600 	L5	481.48	446
555331	524.74	507.92	585.94	626.35	600 	L5	481.48	447
581850	672.65	547.48	547.28	512.97	600 	L5	480.81	448
585187	524.74	587.05	624.60	512.97	600 	L5	478.60	449
577024	574.04	745.33	585.94	437.38	600 	L5	477.67	450
547789	623.35	547.48	663.26	512.97	500 	L5	476.21	451
553586	524.74	705.76	624.60	739.73	400 	L5	476.08	452
544074	574.04	547.48	663.26	550.76	500 	L5	474.11	453
592436	475.44	587.05	585.94	664.14	550 	L5	472.95	454
548506	623.35	626.62	547.28	626.35	500 	L5	472.38	455
547906	524.74	587.05	624.60	626.35	500 	L5	471.95	456
582306	574.04	587.05	585.94	626.35	500 	L5	470.37	457
586222	721.95	626.62	547.28	588.56	450 	L5	469.80	458
569895	574.04	547.48	547.28	550.76	600 	L5	469.75	459
574214	623.35	587.05	624.60	588.56	450 	L5	469.37	460
581667	475.44	587.05	547.28	550.76	650 	L5	469.06	461
583460	524.74	587.05	585.94	588.56	550 	L5	468.17	462
587455	574.04	468.35	585.94	588.56	550 	L5	466.34	463
549107	623.35	587.05	585.94	550.76	500 	L5	465.59	464
553114	672.65	587.05	624.60	588.56	400 	L5	464.69	465
560773	672.65	705.76	508.61	626.35	450 	L5	464.36	466
590102	524.74	547.48	508.61	626.35	600 	L5	463.99	467
551433	475.44	705.76	585.94	626.35	500 	L5	463.23	468
565792	623.35	507.92	624.60	512.97	500 	L5	462.07	469
551480	623.35	587.05	547.28	664.14	450 	L5	462.02	470
581894	524.74	626.62	547.28	664.14	500 	L5	461.33	471
555872	524.74	587.05	585.94	550.76	550 	L5	461.30	472
547135	672.65	587.05	585.94	475.18	500 	L5	460.81	473
586068	574.04	626.62	585.94	475.18	550 	L5	460.11	474
563297	623.35	626.62	624.60	437.38	500 	L5	459.11	475
556493	623.35	547.48	624.60	701.94	350 	L5	459.11	476
543385	475.44	626.62	547.28	550.76	600 	L5	459.02	477
559256	574.04	468.35	547.28	664.14	500 	L5	455.90	478
587122	623.35	547.48	585.94	588.56	450 	L5	455.22	479
555000	524.74	666.19	585.94	701.94	400 	L5	455.07	480
557166	475.44	587.05	585.94	550.76	550 	L5	452.33	481
555258	524.74	507.92	624.60	626.35	450 	L5	451.12	482
564917	524.74	547.48	585.94	588.56	500 	L5	450.93	483
551124	623.35	547.48	663.26	512.97	400 	L5	448.93	484
583617	623.35	468.35	431.29	588.56	600 	L5	446.76	485
549082	574.04	626.62	508.61	588.56	500 	L5	446.00	486
555854	574.04	666.19	469.95	550.76	550 	L5	445.82	487
566618	574.04	507.92	547.28	512.97	550 	L5	445.65	488
574869	475.44	587.05	585.94	512.97	550 	L5	445.46	489
589799	623.35	507.92	624.60	701.94	300 	L5	441.88	490
583688	376.84	507.92	663.26	664.14	450 	L5	441.64	491
549327	524.74	547.48	547.28	588.56	500 	L5	440.39	492
550038	672.65	587.05	508.61	701.94	350 	L5	440.04	493
576106	623.35	547.48	624.60	437.38	450 	L5	438.28	494
574208	524.74	507.92	701.92	588.56	350 	L5	438.06	495
578600	574.04	587.05	663.26	550.76	350 	L5	436.80	496
561229	376.84	626.62	469.95	701.94	550 	L5	433.85	497
553389	623.35	547.48	624.60	626.35	300 	L5	431.73	498
590207	475.44	507.92	624.60	626.35	400 	L5	428.52	499
573332	524.74	587.05	585.94	512.97	450 	L5	427.15	500
551492	475.44	507.92	701.92	550.76	350 	L5	422.22	501
561358	475.44	626.62	508.61	550.76	500 	L5	421.20	502
589868	574.04	626.62	431.29	550.76	500 	L5	418.04	503
577368	574.04	705.76	547.28	399.59	450 	L5	415.75	504
578543	574.04	547.48	585.94	550.76	350 	L5	412.12	505
590730	623.35	626.62	547.28	512.97	350 	L5	410.86	506
569921	475.44	547.48	585.94	626.35	350 	L5	407.93	507
562649	672.65	547.48	547.28	550.76	300 	L5	405.86	508
590651	574.04	587.05	547.28	626.35	300 	L5	405.28	509
591287	524.74	428.78	547.28	588.56	400 	L5	402.32	510
553553	574.04	626.62	547.28	588.56	300 	L5	402.00	511
552973	524.74	547.48	624.60	512.97	300 	L5	393.19	512
560342	524.74	587.05	547.28	512.97	350 	L5	389.33	513
589165	623.35	547.48	431.29	550.76	350 	L5	378.90	514
574666	574.04	547.48	431.29	512.97	300 	L5	349.43	515
586710	919.16	903.61	856.57	890.90	900 	L7	792.89	1
546428	721.95	745.33	817.91	890.90	900 	L7	732.10	2
559238	820.55	745.33	895.23	777.52	800 	L7	723.23	3
592387	574.04	824.47	817.91	777.52	950 	L7	705.43	4
577104	623.35	824.47	779.25	777.52	950 	L7	703.85	5
545247	721.95	705.76	701.92	777.52	1000 	L7	703.53	6
590983	721.95	745.33	779.25	739.73	900 	L7	694.07	7
552711	672.65	587.05	740.59	777.52	950 	L7	680.68	8
578690	672.65	784.90	740.59	815.32	850 	L7	678.27	9
578064	771.25	666.19	895.23	701.94	700 	L7	666.06	10
590716	771.25	626.62	701.92	739.73	850 	L7	657.52	11
551947	623.35	587.05	817.91	701.94	850 	L7	651.79	12
576862	721.95	666.19	663.26	701.94	900 	L7	648.37	13
588530	475.44	745.33	817.91	664.14	900 	L7	646.05	14
546425	672.65	784.90	817.91	815.32	650 	L7	644.81	15
544631	771.25	587.05	740.59	701.94	800 	L7	643.96	16
543497	771.25	626.62	624.60	701.94	900 	L7	643.20	17
562226	524.74	705.76	624.60	815.32	950 	L7	639.82	18
560460	721.95	666.19	779.25	626.35	800 	L7	638.99	19
544535	721.95	666.19	779.25	626.35	800 	L7	638.99	20
582490	672.65	784.90	817.91	701.94	700 	L7	637.83	21
571515	721.95	705.76	779.25	739.73	700 	L7	635.93	22
586950	721.95	784.90	701.92	588.56	850 	L7	635.46	23
579929	623.35	745.33	779.25	739.73	750 	L7	635.24	24
572845	574.04	507.92	740.59	664.14	950 	L7	634.95	25
550208	623.35	745.33	701.92	853.11	750 	L7	634.76	26
563008	475.44	626.62	740.59	739.73	900 	L7	627.92	27
548163	672.65	587.05	817.91	664.14	750 	L7	626.61	28
556961	672.65	705.76	701.92	701.94	800 	L7	626.28	29
549708	574.04	705.76	663.26	701.94	900 	L7	625.08	30
586629	623.35	587.05	740.59	739.73	800 	L7	623.94	31
558610	771.25	666.19	585.94	626.35	900 	L7	622.51	32
587697	771.25	705.76	663.26	777.52	700 	L7	620.13	33
568517	672.65	587.05	740.59	739.73	750 	L7	619.27	34
577573	721.95	666.19	624.60	815.32	750 	L7	617.54	35
590222	623.35	626.62	817.91	626.35	750 	L7	614.37	36
545542	672.65	824.47	740.59	739.73	650 	L7	613.58	37
587270	623.35	626.62	663.26	626.35	900 	L7	613.11	38
568221	672.65	587.05	779.25	701.94	700 	L7	609.30	39
563777	771.25	626.62	624.60	664.14	800 	L7	609.05	40
588194	721.95	705.76	624.60	739.73	750 	L7	607.39	41
584747	672.65	864.04	701.92	739.73	650 	L7	606.63	42
582895	524.74	666.19	740.59	701.94	800 	L7	606.33	43
554731	672.65	824.47	663.26	739.73	700 	L7	606.13	44
581258	771.25	666.19	624.60	626.35	800 	L7	605.78	45
555641	672.65	626.62	701.92	701.94	750 	L7	605.45	46
586961	623.35	864.04	701.92	853.11	600 	L7	604.64	47
566420	721.95	626.62	740.59	739.73	650 	L7	604.56	48
552865	623.35	705.76	701.92	777.52	700 	L7	603.79	49
567806	574.04	705.76	779.25	777.52	650 	L7	602.27	50
546348	623.35	428.78	663.26	664.14	900 	L7	601.99	51
562130	623.35	824.47	624.60	739.73	750 	L7	600.25	52
570484	623.35	587.05	701.92	739.73	750 	L7	599.76	53
554132	574.04	705.76	663.26	701.94	800 	L7	597.81	54
572646	721.95	666.19	701.92	739.73	650 	L7	597.61	55
585527	574.04	547.48	585.94	739.73	900 	L7	596.47	56
575974	574.04	745.33	663.26	739.73	750 	L7	594.64	57
550168	574.04	745.33	585.94	853.11	750 	L7	594.17	58
562365	623.35	507.92	701.92	664.14	800 	L7	592.46	59
548571	524.74	468.35	779.25	664.14	800 	L7	592.02	60
551761	672.65	745.33	779.25	664.14	600 	L7	589.55	61
582331	623.35	666.19	663.26	701.94	750 	L7	589.54	62
558808	672.65	626.62	740.59	626.35	700 	L7	588.61	63
560440	623.35	626.62	740.59	739.73	650 	L7	586.63	64
552435	623.35	507.92	624.60	664.14	850 	L7	585.01	65
573736	574.04	666.19	779.25	475.18	800 	L7	584.61	66
577924	672.65	587.05	508.61	739.73	850 	L7	583.27	67
592580	721.95	666.19	547.28	739.73	750 	L7	582.70	68
564773	524.74	626.62	663.26	777.52	750 	L7	581.76	69
584571	623.35	547.48	663.26	701.94	750 	L7	578.75	70
553767	672.65	587.05	663.26	777.52	650 	L7	577.78	71
554212	574.04	626.62	740.59	664.14	700 	L7	577.56	72
554863	524.74	626.62	624.60	626.35	850 	L7	571.00	73
553437	623.35	626.62	624.60	664.14	750 	L7	568.52	74
567659	672.65	587.05	740.59	664.14	600 	L7	564.62	75
592186	524.74	507.92	585.94	550.76	950 	L7	563.19	76
567191	623.35	666.19	663.26	701.94	650 	L7	562.26	77
566747	672.65	587.05	624.60	664.14	700 	L7	560.26	78
557636	475.44	587.05	624.60	853.11	700 	L7	558.76	79
558600	475.44	547.48	663.26	664.14	800 	L7	558.62	80
562085	771.25	626.62	663.26	701.94	550 	L7	558.29	81
566488	623.35	626.62	547.28	701.94	750 	L7	554.31	82
585334	524.74	587.05	663.26	626.35	750 	L7	550.67	83
591649	475.44	507.92	547.28	664.14	900 	L7	550.66	84
573441	574.04	547.48	663.26	588.56	750 	L7	549.17	85
566036	623.35	587.05	663.26	588.56	700 	L7	548.09	86
556741	672.65	507.92	701.92	588.56	650 	L7	546.77	87
551810	574.04	547.48	701.92	664.14	650 	L7	546.18	88
566397	623.35	547.48	740.59	626.35	600 	L7	545.18	89
551449	672.65	626.62	701.92	739.73	500 	L7	544.14	90
574370	721.95	666.19	779.25	550.76	500 	L7	543.43	91
572516	623.35	587.05	663.26	701.94	600 	L7	541.43	92
561015	672.65	626.62	663.26	626.35	600 	L7	540.25	93
559493	475.44	666.19	701.92	664.14	650 	L7	539.05	94
562282	574.04	666.19	701.92	550.76	650 	L7	536.36	95
549406	574.04	705.76	663.26	588.56	650 	L7	536.28	96
583849	574.04	666.19	624.60	588.56	700 	L7	535.78	97
552325	623.35	666.19	663.26	701.94	550 	L7	534.99	98
544504	623.35	705.76	624.60	664.14	600 	L7	534.81	99
545750	721.95	547.48	585.94	701.94	600 	L7	534.68	100
551548	623.35	626.62	624.60	701.94	600 	L7	534.49	101
553293	623.35	626.62	624.60	626.35	650 	L7	534.38	102
586297	721.95	626.62	547.28	777.52	550 	L7	531.43	103
573564	574.04	547.48	663.26	626.35	650 	L7	528.77	104
555593	475.44	587.05	663.26	626.35	700 	L7	528.07	105
543702	475.44	507.92	663.26	588.56	750 	L7	527.64	106
587484	524.74	547.48	663.26	739.73	600 	L7	526.78	107
583980	623.35	587.05	624.60	664.14	600 	L7	524.02	108
561105	574.04	507.92	624.60	588.56	700 	L7	521.39	109
560020	623.35	626.62	547.28	588.56	700 	L7	520.06	110
592046	524.74	666.19	547.28	664.14	700 	L7	519.47	111
571017	574.04	666.19	663.26	664.14	550 	L7	519.16	112
588489	524.74	468.35	585.94	626.35	750 	L7	518.79	113
590503	475.44	587.05	624.60	701.94	650 	L7	517.63	114
590033	574.04	587.05	547.28	626.35	700 	L7	514.37	115
589035	524.74	705.76	624.60	550.76	650 	L7	509.90	116
588178	574.04	705.76	585.94	626.35	600 	L7	508.43	117
548603	574.04	547.48	508.61	739.73	650 	L7	507.20	118
591607	623.35	468.35	701.92	512.97	600 	L7	506.83	119
561382	524.74	468.35	663.26	512.97	700 	L7	505.63	120
545260	574.04	547.48	663.26	626.35	550 	L7	501.49	121
567597	574.04	587.05	624.60	588.56	600 	L7	501.31	122
562736	623.35	666.19	663.26	588.56	500 	L7	500.74	123
587695	771.25	547.48	624.60	550.76	500 	L7	499.43	124
568066	672.65	547.48	585.94	475.18	650 	L7	498.12	125
555551	574.04	587.05	585.94	550.76	650 	L7	497.53	126
544781	475.44	587.05	624.60	512.97	700 	L7	496.91	127
581163	524.74	626.62	624.60	588.56	600 	L7	495.94	128
591727	524.74	507.92	585.94	777.52	550 	L7	495.33	129
550339	672.65	547.48	624.60	550.76	550 	L7	495.13	130
583963	574.04	626.62	663.26	626.35	500 	L7	495.05	131
545180	574.04	547.48	585.94	550.76	650 	L7	493.93	132
562091	524.74	587.05	624.60	588.56	600 	L7	492.35	133
560340	524.74	507.92	624.60	626.35	600 	L7	492.02	134
549739	623.35	507.92	508.61	550.76	700 	L7	491.85	135
582881	672.65	507.92	624.60	550.76	550 	L7	491.54	136
591337	574.04	626.62	547.28	550.76	650 	L7	490.59	137
587419	623.35	507.92	624.60	664.14	500 	L7	489.55	138
548583	524.74	507.92	663.26	550.76	600 	L7	488.83	139
582269	524.74	507.92	701.92	626.35	500 	L7	485.84	140
545778	623.35	507.92	508.61	664.14	600 	L7	485.19	141
547494	574.04	468.35	547.28	512.97	700 	L7	482.96	142
560164	574.04	705.76	663.26	588.56	450 	L7	481.74	143
546460	524.74	587.05	701.92	626.35	450 	L7	479.40	144
582153	376.84	507.92	585.94	664.14	650 	L7	475.10	145
577411	524.74	547.48	624.60	512.97	600 	L7	475.01	146
567031	524.74	587.05	701.92	512.97	500 	L7	472.42	147
559078	524.74	587.05	469.95	550.76	700 	L7	470.57	148
570489	574.04	626.62	547.28	664.14	500 	L7	470.29	149
592008	771.25	547.48	469.95	588.56	500 	L7	464.12	150
544261	524.74	587.05	624.60	550.76	500 	L7	458.20	151
585546	623.35	468.35	547.28	550.76	550 	L7	457.89	152
570584	475.44	666.19	663.26	626.35	400 	L7	453.45	153
546702	524.74	587.05	547.28	550.76	550 	L7	450.75	154
554260	672.65	547.48	585.94	512.97	450 	L7	450.45	155
546656	574.04	507.92	547.28	626.35	450 	L7	438.99	156
547832	524.74	547.48	663.26	550.76	400 	L7	437.88	157
551919	672.65	468.35	547.28	512.97	450 	L7	432.71	158
564257	623.35	468.35	547.28	512.97	450 	L7	423.74	159
556098	574.04	507.92	585.94	399.59	500 	L7	421.94	160
544204	574.04	468.35	431.29	626.35	500 	L7	417.40	161
552932	475.44	428.78	431.29	588.56	600 	L7	416.27	162
547589	623.35	468.35	508.61	626.35	350 	L7	406.54	163
563518	376.84	468.35	547.28	361.80	650 	L7	405.98	164
550044	672.65	547.48	547.28	437.38	350 	L7	398.89	165
582783	475.44	547.48	624.60	588.56	250 	L7	384.33	166
564384	574.04	587.05	469.95	550.76	250 	L7	356.81	167
592098	475.44	666.19	508.61	512.97	250 	L7	349.75	168
583591	524.74	468.35	701.92	664.14	1000 	L8	625.48	1
558664	524.74	507.92	701.92	664.14	950 	L8	615.44	2
549777	672.65	587.05	585.94	588.56	850 	L8	576.88	3
569218	623.35	547.48	585.94	550.76	900 	L8	571.08	4
589424	524.74	626.62	585.94	588.56	800 	L8	539.95	5
543685	820.55	666.19	624.60	626.35	500 	L8	532.92	6
556625	771.25	428.78	624.60	512.97	600 	L8	509.04	7
559436	623.35	587.05	508.61	588.56	650 	L8	492.28	8
545540	475.44	587.05	624.60	626.35	600 	L8	490.26	9
592250	524.74	468.35	508.61	512.97	750 	L8	477.09	10
592271	475.44	626.62	585.94	437.38	550 	L8	435.31	11
562868	672.65	507.92	547.28	550.76	350 	L8	415.90	12
568758	524.74	547.48	508.61	588.56	400 	L8	402.57	13
586871	524.74	547.48	547.28	475.18	400 	L8	392.50	14
551813	524.74	626.62	547.28	512.97	300 	L8	379.30	15
559732	721.95	626.62	740.59	739.73	900 	L9	672.74	1
553894	623.35	666.19	663.26	701.94	750 	L9	589.54	2
584132	623.35	666.19	740.59	701.94	650 	L9	583.35	3
548059	524.74	587.05	663.26	664.14	750 	L9	557.54	4
546589	574.04	547.48	779.25	550.76	500 	L9	505.75	5
556928	574.04	547.48	508.61	588.56	550 	L9	452.45	6
543597	574.04	507.92	431.29	550.76	600 	L9	434.52	7
573985	672.65	666.19	508.61	550.76	400 	L9	433.38	8
555079	623.35	587.05	469.95	512.97	450 	L9	413.45	9
558603	524.74	626.62	624.60	399.59	250 	L9	366.13	10
550400	623.35	587.05	701.92	626.35	600 	L11	538.24	1
591683	475.44	468.35	508.61	664.14	600 	L11	454.70	2
551282	524.74	468.35	469.95	664.14	550 	L11	439.49	3
555906	524.74	666.19	701.92	701.94	900 	L13	623.06	1
575315	672.65	666.19	585.94	777.52	850 	L13	618.43	2
549856	672.65	705.76	624.60	701.94	750 	L13	591.55	3
587384	721.95	507.92	740.59	626.35	600 	L13	559.51	4
561027	623.35	666.19	701.92	626.35	500 	L13	518.16	5
559706	574.04	547.48	585.94	550.76	700 	L13	507.57	6
547486	672.65	547.48	624.60	664.14	450 	L13	488.48	7
553369	475.44	626.62	624.60	588.56	600 	L13	486.98	8
573664	376.84	507.92	547.28	399.59	800 	L13	457.36	9
547193	721.95	468.35	624.60	550.76	300 	L13	428.72	10
584095	574.04	666.19	431.29	512.97	500 	L13	414.77	11
589537	574.04	547.48	469.95	475.18	400 	L13	380.38	12
578775	623.35	468.35	469.95	361.80	300 	L13	334.26	13
553168	475.44	547.48	663.26	626.35	700 	L15	524.47	1

1201  Medicina veterinaria – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
545410	672.65	745.33	817.91	701.94	950 	AC	734.82	1
545510	869.86	507.92	817.91	701.94	950 	AC	730.35	2
587165	721.95	705.76	779.25	815.32	900 	AC	718.95	3
556307	820.55	784.90	740.59	739.73	900 	AC	717.41	4
545878	574.04	626.62	817.91	739.73	950 	AC	714.87	5
578562	672.65	626.62	779.25	701.94	950 	AC	708.74	6
547119	623.35	626.62	779.25	739.73	950 	AC	707.46	7
557388	672.65	705.76	740.59	701.94	950 	AC	704.65	8
548279	771.25	864.04	779.25	739.73	800 	AC	700.28	9
544008	623.35	626.62	779.25	664.14	950 	AC	699.07	10
544333	771.25	784.90	701.92	701.94	900 	AC	694.84	11
546659	574.04	745.33	740.59	626.35	950 	AC	689.69	12
579893	623.35	784.90	663.26	739.73	950 	AC	686.39	13
545036	771.25	784.90	663.26	739.73	900 	AC	686.16	14
580525	721.95	705.76	740.59	739.73	850 	AC	680.99	15
562635	721.95	705.76	817.91	777.52	750 	AC	677.63	16
556350	721.95	666.19	740.59	701.94	850 	AC	672.40	17
548683	672.65	705.76	701.92	664.14	900 	AC	670.90	18
592520	524.74	626.62	701.92	739.73	950 	AC	670.73	19
543361	574.04	666.19	740.59	664.14	900 	AC	668.43	20
586329	524.74	507.92	740.59	777.52	900 	AC	657.96	21
586007	623.35	705.76	779.25	739.73	750 	AC	649.59	22
553236	672.65	626.62	624.60	701.94	900 	AC	640.53	23
579093	623.35	547.48	779.25	664.14	800 	AC	640.27	24
590947	771.25	626.62	740.59	701.94	750 	AC	640.15	25
581261	376.84	626.62	740.59	626.35	900 	AC	637.92	26
577767	475.44	666.19	663.26	701.94	900 	AC	635.90	27
549806	721.95	666.19	701.92	777.52	750 	AC	634.57	28
545022	672.65	666.19	585.94	701.94	900 	AC	632.04	29
580793	574.04	626.62	817.91	739.73	700 	AC	631.54	30
556415	672.65	547.48	740.59	626.35	800 	AC	628.66	31
576420	672.65	784.90	740.59	777.52	650 	AC	621.84	32
557134	771.25	745.33	740.59	701.94	650 	AC	620.00	33
557756	771.25	666.19	701.92	588.56	750 	AC	619.06	34
588455	574.04	587.05	701.92	701.94	800 	AC	617.62	35
555816	524.74	626.62	779.25	626.35	750 	AC	617.24	36
563766	672.65	784.90	663.26	664.14	750 	AC	616.80	37
543500	721.95	547.48	740.59	588.56	750 	AC	613.28	38
586393	672.65	705.76	663.26	701.94	750 	AC	612.21	39
547901	623.35	745.33	663.26	701.94	750 	AC	611.13	40
585138	672.65	666.19	740.59	626.35	700 	AC	608.52	41
544471	524.74	547.48	663.26	512.97	900 	AC	607.19	42
587175	623.35	626.62	740.59	550.76	750 	AC	606.91	43
566302	623.35	507.92	701.92	626.35	800 	AC	605.90	44
580468	574.04	784.90	663.26	664.14	750 	AC	605.85	45
589560	574.04	626.62	663.26	815.32	750 	AC	605.06	46
548501	623.35	705.76	701.92	701.94	700 	AC	602.95	47
559323	574.04	626.62	701.92	664.14	750 	AC	601.15	48
585543	672.65	784.90	740.59	739.73	600 	AC	600.97	49
581037	623.35	587.05	508.61	588.56	950 	AC	596.06	50
591913	721.95	666.19	585.94	777.52	750 	AC	595.91	51
565927	524.74	666.19	701.92	626.35	750 	AC	595.87	52
547043	623.35	587.05	624.60	512.97	850 	AC	592.99	53
583920	820.55	666.19	663.26	701.94	650 	AC	590.91	54
584893	574.04	745.33	740.59	777.52	600 	AC	589.82	55
561807	623.35	666.19	663.26	588.56	750 	AC	589.74	56
552474	574.04	705.76	740.59	664.14	650 	AC	589.49	57
576118	524.74	507.92	740.59	588.56	750 	AC	586.97	58
570585	475.44	745.33	663.26	626.35	750 	AC	586.29	59
581158	623.35	507.92	740.59	626.35	700 	AC	585.46	60
582329	623.35	666.19	624.60	664.14	750 	AC	585.25	61
552987	623.35	587.05	663.26	626.35	750 	AC	585.14	62
552094	672.65	587.05	701.92	588.56	700 	AC	582.64	63
544308	672.65	587.05	624.60	664.14	750 	AC	581.93	64
581503	672.65	547.48	624.60	701.94	750 	AC	581.73	65
549118	623.35	547.48	701.92	512.97	750 	AC	581.03	66
570693	574.04	666.19	740.59	626.35	650 	AC	580.90	67
591354	574.04	666.19	701.92	739.73	650 	AC	580.61	68
543790	623.35	507.92	624.60	626.35	800 	AC	580.13	69
569269	721.95	507.92	585.94	626.35	800 	AC	578.20	70
544298	574.04	705.76	663.26	777.52	650 	AC	576.32	71
573624	623.35	547.48	585.94	664.14	800 	AC	575.84	72
563061	574.04	587.05	547.28	777.52	800 	AC	574.46	73
548117	475.44	547.48	701.92	739.73	700 	AC	573.13	74
571069	623.35	587.05	663.26	664.14	700 	AC	572.67	75
550387	623.35	666.19	624.60	550.76	750 	AC	572.65	76
588688	721.95	666.19	624.60	588.56	700 	AC	571.14	77
558660	574.04	547.48	547.28	475.18	900 	AC	569.81	78
544317	672.65	666.19	585.94	739.73	700 	AC	569.57	79
570987	475.44	626.62	663.26	588.56	750 	AC	568.90	80
575282	574.04	468.35	701.92	512.97	750 	AC	566.76	81
562109	524.74	587.05	663.26	701.94	700 	AC	565.92	82
546197	672.65	626.62	624.60	626.35	700 	AC	565.46	83
565497	524.74	587.05	585.94	777.52	750 	AC	565.21	84
551357	524.74	745.33	740.59	588.56	600 	AC	563.35	85
548378	820.55	626.62	779.25	588.56	500 	AC	562.58	86
558395	721.95	666.19	585.94	626.35	700 	AC	562.45	87
583940	672.65	587.05	624.60	626.35	700 	AC	561.07	88
550429	475.44	745.33	585.94	626.35	750 	AC	560.52	89
553725	721.95	626.62	740.59	626.35	550 	AC	559.60	90
544003	574.04	626.62	663.26	701.94	650 	AC	559.13	91
583093	721.95	547.48	701.92	512.97	650 	AC	558.66	92
580482	574.04	507.92	624.60	626.35	750 	AC	557.98	93
551294	721.95	468.35	624.60	664.14	700 	AC	557.55	94
547004	524.74	547.48	624.60	626.35	750 	AC	556.90	95
554669	475.44	626.62	663.26	626.35	700 	AC	556.44	96
580540	623.35	626.62	663.26	626.35	650 	AC	556.20	97
543379	574.04	547.48	663.26	701.94	650 	AC	550.33	98
585712	574.04	626.62	585.94	550.76	750 	AC	549.89	99
574850	623.35	547.48	585.94	550.76	750 	AC	546.57	100
580367	574.04	705.76	508.61	664.14	750 	AC	545.50	101
558327	524.74	626.62	663.26	626.35	650 	AC	545.25	102
